CSS,"CSS Industries, Inc., a consumer products company, is engaged in the design, manufacture, procurement, distribution, and sale of various occasion and seasonal social expression products primarily to mass market retailers primarily in the United States and Canada."
CST,"CST Brands, Inc., through its subsidiaries, operates as an independent retailer of motor fuel and convenience merchandise items in the United States and Canada."
CSV,"Carriage Services, Inc. provides death care services and merchandise in the United States."
CSWC,Capital Southwest Corporation is a public investment firm specializing in venture capital and private equity investments in small and medium sized businesses. The firm operates as a business development company.
CSX,"CSX Corporation, together with its subsidiaries, provides rail-based transportation services in the United States and Canada. It offers traditional rail services, and transports intermodal containers and trailers."
CTAS,"Cintas Corporation provides corporate identity uniforms and related business services for approximately 1 million businesses primarily in North America, Latin America, Europe, and Asia. The company operates in four segments: Rental Uniforms and Ancillary Products; Uniform Direct Sales; First Aid, Safety and Fire Protection Services; and Document Management Services."
CTB,"Cooper Tire & Rubber Company, together with its subsidiaries, manufactures and markets replacement tires worldwide. It operates in two segments, North American Tire Operations and International Tire Operations."
CTBI,"Community Trust Bancorp, Inc. operates as a bank holding company of Community Trust Bank, Inc."
CTCT,"Constant Contact, Inc. provides online marketing tools that are designed for small businesses, associations, and non-profits primarily in the United States."
CTG,"Computer Task Group, Incorporated operates as an information technology (IT) solutions and staffing services company in North America and Europe. The companys IT solutions include selection and implementation of packaged software; design, development, testing, and integration of new systems; and development and implementation of customized software and solutions."
CTHR,"Charles & Colvard, Ltd. manufactures, markets, and distributes moissanite jewels and finished jewelry featuring moissanite worldwide."
CTIB,"CTI Industries Corporation develops, manufactures, and supplies flexible film products for novelty, packaging and container, and custom product applications worldwide. The company offers novelty products that comprise foil balloons, such as Superloons, Ultraloons, Miniloons, Card-B-Loons, Shape-A-Loons, and mini shapes; latex balloons under the Partyloons name; and toy balloon products consisting of punch balls, water bombs, animal twisties, and other inflatable toy items."
CTL,"CenturyLink, Inc. operates as an integrated telecommunications company in the United States."
CTO,"Consolidated-Tomoka Land Co., through its subsidiaries, operates as a diversified real estate operating company in the United States."
CTRN,"Citi Trends, Inc. operates as a retailer of urban fashion apparel and accessories."
CTS,"CTS Corporation designs, manufactures, and sells electronic components and sensors primarily to original equipment manufacturers. The company offers automotive sensors and actuators used in commercial or consumer vehicles; electronic components used in communications infrastructure and computer markets; components used in computer and other high-speed applications, switches, resistor networks, and potentiometers; and fabricated piezoelectric materials and substrates used primarily in medical, industrial, defense and aerospace, and computer markets."
CTSH,"Cognizant Technology Solutions Corporation provides information technology (IT), consulting, and business process services worldwide. The company operates in four segments: Financial Services, Healthcare, Manufacturing/Retail/Logistics, and Other."
CTWS,"Connecticut Water Service, Inc., through its subsidiaries, operates as a regulated water company."
CTXS,"Citrix Systems, Inc. provides virtualization, networking, and cloud infrastructure solutions worldwide."
CUB,"Cubic Corporation designs, develops, manufactures, and sells mass transit fare collection systems, air and ground combat training systems, and secure communications products for various federal and regional government agencies in the United States and internationally. It operates in three segments: Cubic Transportation Systems (CTS), Mission Support Services (MSS), and Cubic Defense Systems (CDS)."
CUBI,"Customers Bancorp, Inc. operates as the bank holding company for the Customers Bank that provides various banking and financial products and services to small businesses, not-for-profits, and consumers."
CUI,"CUI Global, Inc., through its subsidiaries, is engaged in the acquisition, development, and commercialization of electronic products and technologies."
CUNB,"CU Bancorp operates as a bank holding company for California United Bank that provides various banking products and services in Southern California. The company offers deposit products, including non-interest bearing demand deposits, interest bearing demand deposits, money market accounts, time certificates of deposit, and savings accounts."
CUO,"Continental Materials Corporation produces and sells heating, ventilation, and air conditioning (HVAC) products; and construction products in North America. It operates in two segments, HVAC Industry Group and Construction Products Industry Group."
CUTR,"Cutera, Inc., a medical device company, is engaged in the design, development, manufacture, marketing, and service of laser and other energy based aesthetics systems for practitioners worldwide."
CUZ,"Cousins Properties Incorporated, a real estate investment trust (REIT), owns, develops, and manages real estate portfolio, as well as performs certain real estate-related services in the United States. The company operates through four divisions: Office/Multi-Family, Retail, Industrial, and Land."
CVA,"Covanta Holding Corporation, through its subsidiaries, provides waste and energy services to municipal entities primarily in North America. The company owns and operates infrastructure for the conversion of waste to energy, as well as is engaged in other waste disposal and renewable energy production businesses."
CVBF,"CVB Financial Corp. operates as the bank holding company for Citizens Business Bank that provides various banking and trust services for small- and medium-sized businesses, professionals, and individuals."
CVC,"Cablevision Systems Corporation, together with its subsidiaries, owns and operates cable television systems in the United States. The company operates through three segments: Cable, Lightpath, and Other."
CVCO,"Cavco Industries, Inc. is engaged in the design, production, wholesale, and retail sale of manufactured homes in the United States."
CVCY,"Central Valley Community Bancorp operates as the holding company for Central Valley Community Bank that provides various commercial banking services to businesses, individuals, and professional communities in central California. Its deposit products include interest-bearing deposits comprising savings, NOW, money market, and time certificate of deposit accounts; and non-interest bearing demand deposits."
CVD,"Covance Inc., a drug development services company, provides a range of early-stage and late-stage product development services to the pharmaceutical and biotechnology industries worldwide."
CVG,"Convergys Corporation provides customer management business process outsourcing solutions for communications, financial services, technology, and other vertical markets worldwide. The company offers various customer lifecycle solutions comprising customer service, customer retention, technical support, business-to-consumer sales, complex device support, business-to-business sales and account management, back office, collections, quality assurance, and direct response services."
CVGI,"Commercial Vehicle Group, Inc., together with its subsidiaries, manufactures and supplies various cab related products and systems for the commercial vehicle markets in North America, Europe, China, India, and the Asia/Pacific regions."
CVI,"CVR Energy, Inc., through its subsidiaries, is engaged in petroleum refining and nitrogen fertilizer manufacturing activities in the United States."
CVGW,"Calavo Growers, Inc. markets and distributes avocados, prepared avocados, and other perishable foods to food distributors, produce wholesalers, supermarkets, convenience stores, and restaurants worldwide."
CVLT,"CommVault Systems, Inc., together with its subsidiaries, provides data and information management software applications and related services primarily in North America, Europe, Australia, and Asia."
CVLY,"Codorus Valley Bancorp, Inc. operates as the holding company for PeoplesBank that offers a range of business and consumer banking services."
CVM,"CEL-SCI Corporation is engaged in the research and development of drugs and vaccines. The companys lead investigational immunotherapy is Multikine, which is under pivotal phase III clinical trial for the treatment of primary head and neck cancer."
CVO,"Cenveo, Inc. provides print related products in the United States and internationally."
CVR,Chicago Rivet & Machine Co. operates in the fastener industry in the United States.
CVTI,"Covenant Transportation Group, Inc., together with its subsidiaries, offers truckload transportation and brokerage services in the continental United States."
CVS,"CVS Caremark Corporation, together with its subsidiaries, provides integrated pharmacy health care services in the United States. The company operates through Pharmacy Services and Retail Pharmacy segments."
CVU,"CPI Aerostructures, Inc. is engaged in the contract production of structural aircraft parts for fixed wing aircraft and helicopters in the commercial and defense markets."
CVV,"CVD Equipment Corporation designs, develops, and manufactures custom and standard equipment and process solutions used to develop and manufacture solar, nano, and advanced electronic components, materials, and coatings for research and industrial applications in the United States and internationally. It operates through two divisions, CVD/FirstNano and Stainless Design Concepts."
CVVT,"China Valves Technology, Inc., through its subsidiaries, engages in the development, manufacture, and sale of metal valves for the electricity, petroleum, chemical, water, gas, and metal industries in the Peoples Republic of China."
CVX,"Chevron Corporation, through its subsidiaries, is engaged in petroleum, chemicals, mining, power generation, and energy operations worldwide. The company operates in two segments, Upstream and Downstream."
CW,"Curtiss-Wright Corporation provides engineered products and services to the defense, power generation, oil and gas, commercial aerospace, and general industrial markets worldwide. It operates through three segments: Flow Control, Controls, and Surface Technologies."
CWBC,"Community West Bancshares operates as a bank holding company for Community West Bank, N.A."
CWCO,Consolidated Water Co. Ltd.
CWEI,"Clayton Williams Energy, Inc., an independent oil and gas company, explores for and produces oil and natural gas primarily in Texas, Louisiana, and New Mexico."
CWST,"Casella Waste Systems, Inc., together with its subsidiaries, operates as a regional, vertically-integrated solid waste, recycling, and resource management services company in the northeastern United States."
CWT,"California Water Service Group, through its subsidiaries, provides water utility and other related services in California, Washington, New Mexico, and Hawaii. The company is engaged in the production, purchase, storage, treatment, testing, distribution, and sale of water for domestic, industrial, public, and irrigation uses, as well as for fire protection."
CXDC,"China XD Plastics Company Limited, a specialty chemical company, through its subsidiaries, is engaged in the research, development, manufacture, and sale of modified and engineering plastics products primarily for use in the fabrication of automobile parts and components in the Peoples Republic of China. Its modified plastics are used to fabricate various auto components, including exteriors consisting of automobile bumpers, rearview and side view mirrors, and license plate parts; interiors, such as door panels, dashboards, steering wheels, glove compartments, and safety belt components; and functional components comprising air conditioner casings, heating and ventilation casings, engine covers, and air ducts."
CXO,"Concho Resources Inc., an independent oil and natural gas company, acquires, develops, and explores for oil and natural gas properties in the Unites States."
CXP,"Columbia Property Trust, Inc is an equity real estate investment trust. The firm invests in the real estate markets of the United States."
CXW,"Corrections Corporation of America, together with its subsidiaries, owns and operates privatized correctional and detention facilities in the United States. It owns, operates, and manages prisons and other correctional facilities; and provides inmate residential and prisoner transportation services for governmental agencies."
CY,"Cypress Semiconductor Corporation provides mixed-signal programmable solutions, specialized semiconductor memories, and integrated semiconductor solutions. The companys Memory Products division designs and manufactures static random access memory (SRAM) products and nonvolatile SRAMs used to store and retrieve data in networking, wireless infrastructure and handsets, computation, consumer, automotive, industrial, and other electronic systems, as well as offers general-purpose programmable clocks."
CYAN,"Cyanotech Corporation is engaged in the cultivation, production, and sale of natural products derived from microalgae worldwide. The companys products include Hawaiian Spirulina Pacifica, a nutrient-rich dietary supplement that is used for extra energy, a strengthened immune system, cardiovascular benefits, and as a source of antioxidant carotenoids; and Hawaiian BioAstin natural astaxanthin, a dietary antioxidant, which is used as a human nutraceutical and functional food ingredient to support and maintain the bodys natural inflammatory response, enhance skin, and support eye and joint health."
CYBE,CyberOptics Corporation manufactures and sells high-precision 3D sensors for the electronics and general metrology maworldwide. The company also offers inspection systems that assist the surface mount technology (SMT) and semiconductor industries.
CYBX,"Cyberonics, Inc., together with its subsidiaries, designs, develops, markets, and sells implantable medical devices to hospitals and ambulatory surgery centers."
CYCC,"Cyclacel Pharmaceuticals, Inc., a development-stage biopharmaceutical company, develops and commercializes mechanism-targeted drugs to treat human cancers and other serious diseases."
CYCCP,"Cyclacel Pharmaceuticals, Inc., a development-stage biopharmaceutical company, develops and commercializes mechanism-targeted drugs to treat human cancers and other serious diseases."
CYH,"Community Health Systems, Inc., together with its subsidiaries, provides general and specialized hospital healthcare services to patients in the United States."
CYN,"City National Corporation operates as the bank holding company for City National Bank that provides banking, investment, and trust services to small to mid-sized businesses, entrepreneurs, professionals, and affluent individuals. The company operates in Commercial and Private Banking, and Wealth Management segments."
CYNI,"Cyan, Inc. provides various carrier-grade networking solutions that transform legacy networks into open high-performance networks in North America, Asia, and Europe."
CYNO,"Cynosure, Inc. develops, manufactures, and markets aesthetic treatment systems primarily to the dermatology, plastic surgery, and general medical markets."
CYS,"CYS Investments, Inc., a specialty finance company, invests in residential mortgage pass-through certificates in the United States."
CYT,"Cytec Industries Inc., a specialty materials and chemicals company, focuses on developing, manufacturing, and selling value-added products for aerospace and industrial materials, mining, and plastics industries."
CYTK,"Cytokinetics, Incorporated, a clinical stage biopharmaceutical company, focuses on the discovery and development of novel small molecule therapeutics that modulate muscle function for the potential treatment of serious diseases and medical conditions. Its lead drug candidate from its cardiac muscle contractility program, omecamtiv mecarbil, is in Phase II clinical development for the treatment of heart failure."
CYTR,"CytRx Corporation operates as a biopharmaceutical research and development company specializing in oncology. The companys product candidate includes aldoxorubicin that has completed Phase IIb clinical trial as a first-line therapy for soft tissue sarcomas; and has initiated an international Phase II clinical trial in patients with late-stage glioblastoma multiforme, and a Phase II clinical trial in HIV-related Kaposis sarcoma."
CYTX,"Cytori Therapeutics, Inc., a cell therapy company, develops cell therapies based on autologous adipose-derived regenerative cells (ADRCs) to treat cardiovascular disease and other medical conditions."
CZFC,"Citizens First Corporation operates as the bank holding company for Citizens First Bank, Inc. that provides various banking services to individual and corporate customers in Kentucky."
CZNC,"Citizens & Northern Corporation operates as the bank holding company for Citizens & Northern Bank that provides a range of banking and mortgage services to individual and corporate customers in North Central Pennsylvania and Southern New York. The company offers deposit products, including various types of checking accounts, passbook and statement savings accounts, money market accounts, interest checking accounts, individual retirement accounts, and certificates of deposits, as well as non-insured Repo Sweep accounts."
CZWI,"Citizens Community Bancorp, Inc. operates as the holding company for Citizens Community Federal that provides various consumer banking products and services primarily in Wisconsin, Minnesota, and Michigan."
D,"Dominion Resources, Inc., together with its subsidiaries, engages in producing and transporting energy in the United States."
DAEG,"Daegis Inc. provides archive, eDiscovery, application development, data management, and migration software solutions worldwide."
CZR,"Caesars Entertainment Corporation owns, operates, or manages casino entertainment facilities. Its casino entertainment facilities include land-based casinos, riverboat or dockside casinos, and managed casinos, as well as casinos combined with a thoroughbred racetrack and a harness racetrack."
DAIO,"Data I/O Corporation designs, manufactures, and sells programming systems for electronic device manufacturers worldwide. The companys programming system products are used to program integrated circuits (ICs) with the specific data necessary for the ICs."
DAL,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo worldwide."
DAKT,"Daktronics, Inc., together with its subsidiaries, designs, manufactures, and sells various electronic display systems and related products worldwide."
DAN,"Dana Holding Corporation manufactures and sells driveline, sealing, and thermal-management products for vehicle manufacturers in North America, Europe, South America, and the Asia Pacific. The company operates in four segments: Light Vehicle Driveline Technologies, Commercial Vehicle Driveline Technologies, Off-Highway Driveline Technologies, and Power Technologies."
DAR,Darling Ingredients Inc. develops and produces natural ingredients from edible and inedible bio-nutrients worldwide.
DARA,"DARA BioSciences, Inc., a development stage biopharmaceutical company, develops and commercializes oncology treatment and supportive care pharmaceutical products in the United States."
DATA,"Tableau Software, Inc. provides various business analytics software products in the United States, Canada, and internationally."
DAVE,"Famous Daves of America, Inc. develops, owns, operates, and franchises restaurants under the Famous Daves name."
DBD,"Diebold, Incorporated provides integrated self-service delivery and security systems and services primarily to the financial, commercial, retail, and other markets worldwide. It offers self-service technologies and services, including automated teller machine (ATM) outsourcing, ATM security, deposit automation, recycling and payment terminals, and software."
DCI,"Donaldson Company, Inc. manufactures and sells filtration systems and replacement parts."
DCO,"Ducommun Incorporated provides engineering and manufacturing products and services primarily to the aerospace, defense, industrial, natural resources, medical, and other industries. It operates through two segments, Ducommun LaBarge Technologies (DLT) and Ducommun Aerostructures (DAS)."
DCOM,"Dime Community Bancshares, Inc. operates as the holding company for The Dime Savings Bank of Williamsburgh that provides financial services and loans for housing in New York."
DCT,DCT Industrial Trust Inc. operates as a publicly owned real estate investment trust.
DCTH,"Delcath Systems, Inc. operates as a specialty pharmaceutical and medical device company focusing on the field of oncology in the United States and internationally."
DD,E. I.
DDD,"3D Systems Corporation, through its subsidiaries, operates as a provider of 3D printing centric design-to-manufacturing solutions in the United States, Germany, the Asia-Pacific, and other European countries. Its 3D printers convert data input from computer aided design generated software format or 3D scanning and sculpting devices to printed parts."
DDDC,"deltathree, Inc., together with its subsidiaries, provides video and voice over Internet protocol (VoIP) telephony services, products, hosted solutions, and infrastructure worldwide."
DDE,"Dover Downs Gaming & Entertainment, Inc., together with its subsidiaries, operates as a gaming and entertainment resort destination in the United States."
DDR,DDR Corp. is an equity real estate investment trust.
DDS,"Dillard's, Inc. operates as a fashion apparel, cosmetics, and home furnishing retailer in the United States."
DE,"Deere & Company, together with its subsidiaries, manufactures and distributes agriculture and turf, and construction and forestry equipment worldwide. The companys Agriculture and Turf segment provides agriculture and turf equipment, and related service parts, including large, medium, and utility tractors; loaders; combines, corn pickers, cotton and sugarcane harvesters, and related front-end equipment and sugarcane loaders; and tillage, seeding, and application equipment, such as sprayers, nutrient management, and soil preparation machinery."
DECK,"Deckers Outdoor Corporation designs, markets, and distributes footwear, apparel, and accessories for outdoor activities and casual lifestyle use for men, women, and children. The company offers luxurious comfort footwear, handbags, apparel, and cold weather accessories under the UGG brand name; sandals, shoes, boots, and amphibious footwear under Teva brand name; and action sport footwear under the Sanuk brand name."
DEER,"Deer Consumer Products, Inc., through its subsidiaries, engages in the design, manufacture, and sale of small home and kitchen electronic appliances."
DEI,"Douglas Emmett, Inc., a real estate investment trust, owns and operates office and multifamily properties in California and Hawaii."
DEL,"Deltic Timber Corporation, a natural resources company, together with its subsidiaries, is engaged in growing and harvesting timber, and manufacturing and marketing lumber. The companys Woodlands segment harvests pine and hardwood pulpwood for sale to third parties for use in the manufacture of paper products; and provides timberland management services, such as harvesting and thinning operations, reforestation, cull timber removal programs, and introducing seedlings."
DENN,"Dennys Corporation, through its subsidiary, Dennys, Inc., owns and operates restaurants under the Dennys brand name in United States and internationally."
DEPO,"Depomed, Inc., a specialty pharmaceutical company, develops products for pain and other conditions, and diseases of the central nervous system in the United States."
DEST,"Destination Maternity Corporation designs and retails maternity apparel in the United States. As of September 30, 2013, the company operated 1,907 retail locations, including 596 stores under the Motherhood Maternity, A Pea in the Pod, and Destination Maternity trade names in all 50 states, Puerto Rico, and Canada; and 1,311 leased departments located within department stores and baby specialty stores in the United States and Puerto Rico."
DF,"Dean Foods Company, a food and beverage company, processes and distributes milk and other fluid dairy products in the United States. It manufactures, markets, and distributes dairy case products, including fluid milk, ice cream, cultured dairy products, creamers, ice cream mix, and other dairy products; and produces and distributes juices, teas, and bottled water."
DFS,"Discover Financial Services, a bank holding company, provides a range of financial products and services in the United States. The company operates in two segments, Direct Banking and Payment Services."
DFT,"DuPont Fabros Technology, Inc., a real estate investment trust (REIT), engages in the ownership, acquisition, development, operation, management, and lease of large-scale data center facilities in the United States."
DFZ,R.G.
DG,"Dollar General Corporation, a discount retailer, provides merchandise products in the United States. The company offers consumable products, including paper and cleaning products, such as paper towels, bath tissues, paper dinnerware, trash and storage bags, and laundry and other home cleaning supplies; packaged food products comprising cereals, canned soups and vegetables, condiments, spices, sugar, and flour; perishables consisting of milk, eggs, bread, frozen meals, beer, and wine; snacks, such as candy, cookies, crackers, salty snacks, and carbonated beverages; pet products comprising pet supplies and pet food; tobacco products; and health and beauty products, including over-the-counter medicines, as well as personal care products, such as soap, body wash, shampoo, dental hygiene, and foot care products."
DGI,"DigitalGlobe, Inc. provides imagery and imagery information products and services in the United States and internationally."
DGAS,"Delta Natural Gas Company, Inc. distributes or transports natural gas."
DGICA,"Donegal Group Inc., an insurance holding company, offers property and casualty insurance to businesses and individuals in the Mid-Atlantic, Midwestern, New England, and southern states."
DGICB,"Donegal Group Inc., an insurance holding company, offers property and casualty insurance to businesses and individuals in the Mid-Atlantic, Midwestern, New England, and southern states."
DGII,"Digi International Inc. provides machine to machine (M2M) networking hardware and solutions that enable the connection, monitoring, and control of local or remote physical assets by electronic means."
DGLY,"Digital Ally, Inc. produces digital video imaging and storage products for use in law enforcement, security, and commercial applications in the United States and internationally."
DGSE,"DGSE Companies, Inc. and its subsidiaries, buys and sells jewelry and bullion products to individual consumers, dealers, and institutions in the United States."
DGX,"Quest Diagnostics Incorporated provides diagnostic testing information services in the United States and internationally. The company operates in two businesses, Diagnostic Information Services and Diagnostic Solutions."
DHI,D.R.
DHIL,"Diamond Hill Investment Group, Inc., together with its subsidiaries, sponsors, distributes, and offers investment advisory and related services in the United States and internationally."
DHR,"Danaher Corporation designs, manufactures, and markets professional, medical, industrial, and commercial products and services worldwide. The companys Test & Measurement segment provides test, measurement, and monitoring products that are used in electronic design, manufacturing, and technology development; network monitoring, management, and optimization tools; and security solutions for communications and enterprise networks."
DHX,"Dice Holdings, Inc. provides career Websites and career fairs for professional communities."
DHRM,"Dehaier Medical Systems Limited, through its subsidiaries, develops and distributes medical devices, and sleep respiratory and oxygen therapy products in the Peoples Republic of China. Its proprietary products include medical devices and related supporting/technical service products, such as mobile medical X-ray image devices, anesthesia machines, ventilator air compressors, trolleys for ventilators, sterilizers for ventilators, ultrasonic nebulizers, laryngoscopes, and oxygen valves; and sleep respiratory and oxygen therapy products, which consist of oxygen concentrating products, sleep apnea treatment products, sleep apnea diagnostic products, and effective oxygen supplement systems."
DIN,"DineEquity, Inc., together with its subsidiaries, owns, franchises, and operates full-service restaurant chains in the United States and internationally."
DIOD,"Diodes Incorporated, together with its subsidiaries, designs, manufactures, and supplies application specific standard products in the discrete, logic, and analog semiconductor markets primarily in Asia, North America, and Europe. The companys discrete semiconductor products comprise performance Schottky rectifiers and diodes; Zener diodes; tight tolerance and low operating current type performance Zener diodes; standard, fast, super-fast, and ultra-fast recovery rectifiers; bridge rectifiers; switching diodes; small signal bipolar transistors; prebiased transistors; MOSFETs; thyristor surge protection devices; and transient voltage suppressors."
DISCA,"Discovery Communications, Inc. operates as a media company worldwide."
DISCB,"Discovery Communications, Inc. operates as a media company worldwide."
DISCK,"Discovery Communications, Inc. operates as a media company worldwide."
DISH,"DISH Network Corporation, together with its subsidiaries, provides pay-television services in the United States. The company operates through DISH and Wireless segments."
DIS,"The Walt Disney Company operates as an entertainment company worldwide. The company operates in five segments: Media Networks, Parks and Resorts, Studio Entertainment, Consumer Products, and Interactive."
DJCO,"Daily Journal Corporation publishes newspapers and Web sites in California and Arizona. It operates through two segments, Traditional Business and The Technologies Companies."
DIT,"AMCON Distributing Company, together with its subsidiaries, is engaged in the wholesale distribution of consumer products in the Central, Rocky Mountain, and Southern regions of the United States. The company operates in two segments, Wholesale Distribution and Retail Health Food."
DK,"Delek US Holdings, Inc. operates as an integrated downstream energy company that operates in petroleum refining, logistics, and convenience store retailing businesses."
DKL,"Delek Logistics Partners, LP owns and operates crude oil and refined products logistics and marketing assets in the United States. It operates through two segments: Pipelines and Transportation, and Wholesale Marketing and Terminalling."
DKS,"Dick's Sporting Goods, Inc. operates as a sports and fitness retailer primarily in the eastern United States."
DLB,"Dolby Laboratories, Inc. provides products, services, and technologies for various stages in the content creation, distribution, and playback process in the entertainment industry worldwide."
DLA,"Delta Apparel, Inc., through its subsidiaries, designs, manufactures, sources, and markets a portfolio of branded and private label activewear apparel and headwear products in the United States and internationally."
DLGC,"Dialogic Inc. provides various communication products and technologies to wireless and wireline service providers for the transport, transcode, manage, and optimize video, voice, and data traffic."
DLIA,"dELiA*s, Inc. operates as a multi-channel retail company, primarily marketing to teenage girls in the United States."
DLHC,"DLH Holdings Corp., through its subsidiary, DLH Solutions, Inc."
DLPH,"Delphi Automotive PLC, together with its subsidiaries, manufactures vehicle components; and provides electrical and electronic, powertrain, safety, and thermal technology solutions for the automotive and commercial vehicle markets worldwide. The company operates in four segments: Electrical/Electronic Architecture, Powertrain Systems, Electronics and Safety, and Thermal Systems."
DLR,"Digital Realty Trust, Inc., a real estate investment trust (REIT), through its controlling interest in Digital Realty Trust, L."
DLTR,"Dollar Tree, Inc. operates discount variety stores in the United States and Canada."
DLX,"Deluxe Corporation, together with its subsidiaries, provides customized checks and forms, Web-site development and hosting, search engine marketing and optimization, and logo design services to small businesses and financial institutions. The company operates through three segments: Small Business Services, Financial Services, and Direct Checks."
DMD,"Demand Media, Inc. operates as a diversified digital content and media, and domain name services company worldwide."
DMLP,"Dorchester Minerals, L.P."
DMRC,"Digimarc Corporation provides media identification and management solutions to commercial entities and government customers in the United States and internationally. The company develops intellectual property to differentiate products and technology, mitigate infringement risks, and develop opportunities for licensing."
DMND,"Diamond Foods, Inc., a packaged food company, processes, markets, and distributes snack products and nuts."
DNB,"The Dun & Bradstreet Corporation provides commercial data, analytics, and insight on businesses or content worldwide. The company offers risk management solutions, such as DNBi, an online application that offers the customers real time access to global business information, and monitoring and portfolio analysis; and various business information reports that are consumed in a transactional manner across multiple platforms, such as DNB."
DNDN,"Dendreon Corporation, a biotechnology company, focuses on the discovery, development, and commercialization of novel therapeutics to enhance cancer treatment options for patients. Its product portfolio includes active cellular immunotherapies and a small molecule product candidate that could be applicable to treating various types of cancers."
DNKN,"Dunkin' Brands Group, Inc., together with its subsidiaries, owns, operates, and franchises quick service restaurants under the Dunkin Donuts and Baskin-Robbins brands worldwide."
DNR,Denbury Resources Inc. operates as an oil and natural gas company in the United States.
DO,"Diamond Offshore Drilling, Inc. provides contract drilling services to the energy industry world wide."
DNBF,"DNB Financial Corporation operates as the bank holding company for DNB First, National Association that provides a range of commercial banking products and services to individuals and small to medium sized businesses in southeastern Pennsylvania. Its deposit products include demand deposits, NOW accounts, savings accounts, tiered savings accounts, time deposits, money market accounts, certificates of deposit, and IRAs."
DORM,"Dorman Products, Inc. supplies automotive replacement parts, automotive hardware, brake products, and household hardware to the automotive aftermarket and mass merchandise markets."
DOV,"Dover Corporation and its subsidiaries manufacture and sell a range of equipment and components, specialty systems, and support services. The company operates in four segments: Energy, Engineered Systems, Fluids, and Refrigeration & Food Equipment."
DOW,"The Dow Chemical Company manufactures and supplies chemical products for use as raw materials in the manufacture of customer products and services worldwide. The Electronic and Functional Materials segment produces materials for chemical mechanical planarization; materials used in the production of electronic displays, including films and filters; metalorganic precursors for light-emitting diodes; organic light-emitting diode materials; materials used in the fabrication of printed circuit boards; integrated metallization processes for metal finishing and decorative applications; semiconductor design products; and materials for industrial applications."
DPS,"Dr Pepper Snapple Group, Inc. operates as a brand owner, manufacturer, and distributor of non-alcoholic beverages in the United States, Canada, Mexico, and the Caribbean."
DPM,"DCP Midstream Partners, LP, together with its subsidiaries, owns, operates, acquires, and develops a diversified portfolio of midstream energy assets in the United States. It operates in three segments: Natural Gas Services, NGL Logistics, and Wholesale Propane Logistics."
DPW,"Digital Power Corporation, together with its subsidiary, Digital Power Limited, designs, develops, manufactures, and sells switching power supplies and converters for telecom, industrial, medical, military, and defense industries in North America and Europe. The company provides switching power rectifiers, including custom power products, front-end, open-frame, enclosed, Compact PCI, MicroTCA, and power over Ethernet products, which provide power output from 50 to 24,000 watts."
DRAD,"Digirad Corporation provides diagnostic imaging solutions in the United States. The company operates in two segments, Digirad Imaging Solutions and Diagnostic Imaging."
DRAM,"Dataram Corporation, an independent memory manufacturer, develops, manufactures, and markets large capacity memory products primarily used in high performance network servers and workstations worldwide. It provides customized memory solutions for original equipment manufacturers (OEMs) and compatible memory for various brands, including Dell, HP, IBM, and Sun Microsystems."
DRC,"Dresser-Rand Group Inc., together with its subsidiaries, designs, manufactures, sells, and services rotating equipment solutions to the oil, gas, chemical, petrochemical, process, power generation, military, and other industries worldwide."
DRE,"Duke Realty Corporation operates as a real estate investment trust (REIT) in the United States. It offers leasing, property and asset management, development, construction, build-to-suit, and other tenant-related services."
DPZ,"Dominos Pizza, Inc., through its subsidiaries, operates as a pizza delivery company in the United States and internationally."
DRIV,"Digital River, Inc. provides end-to-end cloud-commerce, payments, and marketing solutions to various companies in the United States, Europe, the Asia Pacific, and South America."
DRH,"DiamondRock Hospitality Company, a lodging focused real estate company, owns premium hotels and resorts in North America. The company operates its hotels under the Hilton, Marriott, and Westin brand names in New York, Los Angeles, Chicago, Boston, and Atlanta; and in destination resort locations, such as the United States Virgin Islands and Colorado."
DRI,"Darden Restaurants, Inc. owns and operates full service restaurants in the United States and Canada."
DRL,"Doral Financial Corporation operates as the bank holding company for Doral Bank that provides retail banking services to general public and institutions. It primarily operates through Puerto Rico Growth, United States, Recovery, and Treasury segments."
DRQ,"Dril-Quip, Inc. designs, manufactures, sells, and services engineered offshore drilling and production equipment for use in deepwater, harsh environment, and severe service applications worldwide."
DRRX,"DURECT Corporation, a specialty pharmaceutical company, is engaged in the development of pharmaceutical products based on its proprietary drug delivery technology platforms in the United States and internationally. It focuses on the development of various products for the treatment of various chronic and episodic disease areas, such as pain, central nervous system disorders, metabolic disorders, cardiovascular disease, and other chronic diseases."
DRTX,"Durata Therapeutics, Inc., a pharmaceutical company, focuses on the development and commercialization of novel therapeutics for patients with infectious diseases and acute illnesses."
DSCI,"Derma Sciences, Inc. operates as a tissue regeneration company in the wound care market."
DSCO,"Discovery Laboratories, Inc., a specialty biotechnology company, focuses on developing life-saving products for critical-care patients with respiratory disease and care in pulmonary medicine."
DSPG,"DSP Group, Inc., a fabless semiconductor company, provides wireless chipset solutions for converged communications worldwide."
DSKX,"DS Healthcare Group, Inc., doing business as DS Laboratories, develops and markets hair care, skin care, and personal care products in North America and internationally."
DSS,"Document Security Systems, Inc. engages in the development, manufacture, marketing, and sale of paper and plastic products to protect information from unauthorized scanning, copying, and digital imaging in the United States and internationally."
